layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,layers_4,length_4,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_5,length_5,application
Ether,124,IP,110,UDP,90.0,DNS,82.0,,,920293242.980388,124,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,140,,,DNS
Ether,87,IP,73,UDP,53.0,DNS,45.0,,,920293242.9844213,87,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,141,,,DNS
Ether,131,IP,117,UDP,97.0,DNS,89.0,,,920293242.984863,131,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,142,,,DNS
Ether,85,IP,71,UDP,51.0,DNS,43.0,,,920293246.1732053,85,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,179,,,DNS
Ether,149,IP,135,UDP,115.0,DNS,107.0,,,920293246.1741152,149,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,180,,,DNS
Ether,75,IP,61,UDP,41.0,DNS,33.0,,,920293246.176111,75,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,181,,,DNS
Ether,131,IP,117,UDP,97.0,DNS,89.0,,,920293246.176582,131,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,182,,,DNS
Ether,79,IP,65,UDP,45.0,DNS,37.0,,,920293246.481802,79,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,302,,,DNS
Ether,144,IP,130,UDP,110.0,DNS,102.0,,,920293246.482772,144,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,303,,,DNS
Ether,84,IP,70,UDP,50.0,DNS,42.0,,,920293247.0186392,84,00:c0:4f:a3:58:23,00:60:97:de:54:36,192.168.1.10,192.168.1.20,,53.0,53.0,week1_monday.tcpdump,311,,,DNS
Ether,150,IP,136,UDP,116.0,DNS,108.0,,,920293247.022468,150,00:60:97:de:54:36,00:c0:4f:a3:58:23,192.168.1.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,312,,,DNS
Ether,77,IP,63,UDP,43.0,DNS,35.0,,,920293247.607458,77,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,321,,,DNS
Ether,174,IP,160,UDP,140.0,DNS,132.0,,,920293247.6092,174,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,322,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293248.094513,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,337,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293248.095532,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,338,,,DNS
Ether,79,IP,65,UDP,45.0,DNS,37.0,,,920293248.21561,79,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,453,,,DNS
Ether,144,IP,130,UDP,110.0,DNS,102.0,,,920293248.23369,144,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,454,,,DNS
Ether,77,IP,63,UDP,43.0,DNS,35.0,,,920293249.313112,77,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,579,,,DNS
Ether,142,IP,128,UDP,108.0,DNS,100.0,,,920293249.3141632,142,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,580,,,DNS
Ether,77,IP,63,UDP,43.0,DNS,35.0,,,920293250.279892,77,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,586,,,DNS
Ether,142,IP,128,UDP,108.0,DNS,100.0,,,920293250.280862,142,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,587,,,DNS
Ether,78,IP,64,UDP,44.0,DNS,36.0,,,920293251.503794,78,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,792,,,DNS
Ether,143,IP,129,UDP,109.0,DNS,101.0,,,920293251.504851,143,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,793,,,DNS
Ether,86,IP,72,UDP,52.0,DNS,44.0,,,920293251.83897,86,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,803,,,DNS
Ether,154,IP,140,UDP,120.0,DNS,112.0,,,920293251.840757,154,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,804,,,DNS
Ether,75,IP,61,UDP,41.0,DNS,33.0,,,920293251.84295,75,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,805,,,DNS
Ether,130,IP,116,UDP,96.0,DNS,88.0,,,920293251.84348,130,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,806,,,DNS
Ether,78,IP,64,UDP,44.0,DNS,36.0,,,920293251.917786,78,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,826,,,DNS
Ether,143,IP,129,UDP,109.0,DNS,101.0,,,920293251.918846,143,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,827,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293251.9261472,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,833,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293251.9266788,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,834,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293253.2146052,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,838,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293253.215265,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,839,,,DNS
Ether,72,IP,58,UDP,38.0,DNS,30.0,,,920293254.41599,72,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,194.7.248.153,,53.0,53.0,week1_monday.tcpdump,965,,,DNS
Ether,144,IP,130,UDP,110.0,DNS,102.0,,,920293254.417182,144,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,966,,,DNS
Ether,87,IP,73,UDP,53.0,DNS,45.0,,,920293256.316975,87,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,987,,,DNS
Ether,157,IP,143,UDP,123.0,DNS,115.0,,,920293256.318433,157,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,988,,,DNS
Ether,76,IP,62,UDP,42.0,DNS,34.0,,,920293256.321877,76,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,989,,,DNS
Ether,133,IP,119,UDP,99.0,DNS,91.0,,,920293256.322338,133,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,990,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293256.931166,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,1034,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293256.932378,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1035,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293256.9591348,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,1036,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293256.959577,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1037,,,DNS
Ether,77,IP,63,UDP,43.0,DNS,35.0,,,920293257.1012608,77,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1156,,,DNS
Ether,142,IP,128,UDP,108.0,DNS,100.0,,,920293257.103202,142,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,1157,,,DNS
Ether,72,IP,58,UDP,38.0,DNS,30.0,,,920293257.927588,72,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,194.7.248.153,,53.0,53.0,week1_monday.tcpdump,1164,,,DNS
Ether,144,IP,130,UDP,110.0,DNS,102.0,,,920293257.928724,144,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1165,,,DNS
Ether,78,IP,64,UDP,44.0,DNS,36.0,,,920293259.886627,78,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1285,,,DNS
Ether,143,IP,129,UDP,109.0,DNS,101.0,,,920293259.8876787,143,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,1286,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293259.940821,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,1292,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293259.941334,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1293,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293260.929574,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,1294,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293260.930994,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1295,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293262.930408,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,1298,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293262.931634,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1299,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293264.93104,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,1415,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293264.932194,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1416,,,DNS
Ether,72,IP,58,UDP,38.0,DNS,30.0,,,920293265.969058,72,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,194.7.248.153,,53.0,53.0,week1_monday.tcpdump,1418,,,DNS
Ether,144,IP,130,UDP,110.0,DNS,102.0,,,920293265.969682,144,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1419,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293266.927508,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,1421,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293266.928586,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1422,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293268.925185,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,1425,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293268.926045,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1426,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293269.2267288,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,1427,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293269.227133,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1428,,,DNS
Ether,77,IP,63,UDP,43.0,DNS,35.0,,,920293269.380625,77,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1548,,,DNS
Ether,142,IP,128,UDP,108.0,DNS,100.0,,,920293269.381886,142,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,1549,,,DNS
Ether,82,IP,68,UDP,48.0,DNS,40.0,,,920293269.45628,82,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,1555,,,DNS
Ether,126,IP,112,UDP,92.0,DNS,84.0,,,920293269.456786,126,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1556,,,DNS
Ether,82,IP,68,UDP,48.0,DNS,40.0,,,920293269.774754,82,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,1563,,,DNS
Ether,126,IP,112,UDP,92.0,DNS,84.0,,,920293269.77523,126,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1564,,,DNS
Ether,94,IP,80,UDP,60.0,DNS,52.0,,,920293269.787214,94,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,1565,,,DNS
Ether,138,IP,124,UDP,104.0,DNS,96.0,,,920293269.787656,138,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1566,,,DNS
Ether,87,IP,73,UDP,53.0,DNS,45.0,,,920293269.791358,87,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,1567,,,DNS
Ether,131,IP,117,UDP,97.0,DNS,89.0,,,920293269.791785,131,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1568,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293272.9517052,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,1748,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293272.952301,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1749,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293273.10446,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,1750,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293273.104849,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1751,,,DNS
Ether,78,IP,64,UDP,44.0,DNS,36.0,,,920293273.233835,78,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1871,,,DNS
Ether,143,IP,129,UDP,109.0,DNS,101.0,,,920293273.235114,143,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,1872,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293274.939733,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,1880,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293274.94085,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,1881,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293276.928092,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,2002,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293276.929278,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,2003,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293280.952938,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,2008,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293280.954086,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,2009,,,DNS
Ether,74,IP,60,UDP,40.0,DNS,32.0,,,920293284.257426,74,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,2013,,,DNS
Ether,118,IP,104,UDP,84.0,DNS,76.0,,,920293284.258551,118,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,2014,,,DNS
Ether,81,IP,67,UDP,47.0,DNS,39.0,,,920293284.261992,81,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,2015,,,DNS
Ether,125,IP,111,UDP,91.0,DNS,83.0,,,920293284.262416,125,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,2016,,,DNS
Ether,87,IP,73,UDP,53.0,DNS,45.0,,,920293284.614617,87,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,2020,,,DNS
Ether,174,IP,160,UDP,140.0,DNS,132.0,,,920293284.615883,174,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,2021,,,DNS
Ether,73,IP,59,UDP,39.0,DNS,31.0,,,920293284.934026,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,135.8.60.182,,53.0,53.0,week1_monday.tcpdump,2045,,,DNS
Ether,146,IP,132,UDP,112.0,DNS,104.0,,,920293284.941486,146,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,2046,,,DNS
Ether,87,IP,73,UDP,53.0,DNS,45.0,,,920293310.9088812,87,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,2078,,,DNS
Ether,156,IP,142,UDP,122.0,DNS,114.0,,,920293310.909838,156,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,2079,,,DNS
Ether,71,IP,57,UDP,37.0,DNS,29.0,,,920293324.898486,71,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,197.218.177.69,,53.0,53.0,week1_monday.tcpdump,2121,,,DNS
Ether,139,IP,125,UDP,105.0,DNS,97.0,,,920293324.899069,139,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,2122,,,DNS
Ether,71,IP,57,UDP,37.0,DNS,29.0,,,920293329.7218,71,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,197.218.177.69,,53.0,53.0,week1_monday.tcpdump,2151,,,DNS
Ether,139,IP,125,UDP,105.0,DNS,97.0,,,920293329.722365,139,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,2152,,,DNS
Ether,87,IP,73,UDP,53.0,DNS,45.0,,,920293336.422224,87,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,2164,,,DNS
Ether,177,IP,163,UDP,143.0,DNS,135.0,,,920293336.42351,177,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,2165,,,DNS
Ether,71,IP,57,UDP,37.0,DNS,29.0,,,920293337.788029,71,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,197.218.177.69,,53.0,53.0,week1_monday.tcpdump,2187,,,DNS
Ether,139,IP,125,UDP,105.0,DNS,97.0,,,920293337.78892,139,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,2188,,,DNS
Ether,86,IP,72,UDP,52.0,DNS,44.0,,,920293340.0005572,86,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week1_monday.tcpdump,2194,,,DNS
