layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_4,length_4,application,payload_layers,header_length,payload_length,flow_id,flow_id_ip,flow_id_mac
IP,133,UDP,113.0,SNMP,105.0,None,0.0,920295313.266783,133,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,18967,None,0,SNMP,3.0,28.0,105.0,8.0,3.0,1.0
IP,151,UDP,131.0,SNMP,123.0,None,0.0,920295313.299222,151,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,18968,None,0,SNMP,3.0,28.0,123.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295315.257985,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,18971,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295315.2913052,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,18972,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295317.260526,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,18974,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295317.292907,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,18975,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295328.9485508,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19215,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295328.981192,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19216,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295330.2617972,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19219,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295330.294393,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19220,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295332.254281,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19247,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295332.290659,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19248,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295334.270718,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19336,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295334.303251,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19337,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295337.659675,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19341,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295337.9880036,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19343,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295339.2685288,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19345,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295339.301127,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19346,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295341.341937,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19353,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295341.374492,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19354,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295343.2400168,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19356,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295343.272568,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19357,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295345.258194,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19360,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295345.290768,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19361,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295348.566578,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19365,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295348.599172,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19366,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295350.264498,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19368,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295350.297019,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19369,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295352.604601,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19390,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295352.637166,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19391,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295354.795449,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19394,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295354.828027,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19395,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295354.933708,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.5,0.0,32771.0,161.0,week1_monday.tcpdump,19396,None,0,SNMP,3.0,28.0,104.0,15.0,5.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295354.977999,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.5,192.168.1.30,0.0,161.0,32771.0,week1_monday.tcpdump,19397,None,0,SNMP,3.0,28.0,122.0,15.0,5.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295355.267423,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.5,0.0,32771.0,161.0,week1_monday.tcpdump,19398,None,0,SNMP,3.0,28.0,104.0,15.0,5.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295355.304782,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.5,192.168.1.30,0.0,161.0,32771.0,week1_monday.tcpdump,19399,None,0,SNMP,3.0,28.0,122.0,15.0,5.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295356.279397,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19400,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295356.311985,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19401,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295358.796684,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19404,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295358.826881,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.5,0.0,32771.0,161.0,week1_monday.tcpdump,19405,None,0,SNMP,3.0,28.0,104.0,15.0,5.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295358.829654,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19406,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295358.8645848,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.5,192.168.1.30,0.0,161.0,32771.0,week1_monday.tcpdump,19407,None,0,SNMP,3.0,28.0,122.0,15.0,5.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295360.238872,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19409,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295360.270919,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.5,0.0,32771.0,161.0,week1_monday.tcpdump,19410,None,0,SNMP,3.0,28.0,104.0,15.0,5.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295360.271788,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19411,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295360.3084472,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.5,192.168.1.30,0.0,161.0,32771.0,week1_monday.tcpdump,19412,None,0,SNMP,3.0,28.0,122.0,15.0,5.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295362.23383,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.0.1,0.0,32770.0,161.0,week1_monday.tcpdump,19416,None,0,SNMP,3.0,28.0,104.0,8.0,3.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295362.2662108,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.5,0.0,32771.0,161.0,week1_monday.tcpdump,19417,None,0,SNMP,3.0,28.0,104.0,15.0,5.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295362.2667131,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.0.1,192.168.1.30,0.0,161.0,32770.0,week1_monday.tcpdump,19418,None,0,SNMP,3.0,28.0,122.0,8.0,3.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295362.303766,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.5,192.168.1.30,0.0,161.0,32771.0,week1_monday.tcpdump,19419,None,0,SNMP,3.0,28.0,122.0,15.0,5.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295364.2636392,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.5,0.0,32771.0,161.0,week1_monday.tcpdump,19421,None,0,SNMP,3.0,28.0,104.0,15.0,5.0,1.0
IP,150,UDP,130.0,SNMP,122.0,None,0.0,920295364.301496,150,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.5,192.168.1.30,0.0,161.0,32771.0,week1_monday.tcpdump,19422,None,0,SNMP,3.0,28.0,122.0,15.0,5.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295537.1418632,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,0.0,32769.0,161.0,week1_monday.tcpdump,21751,None,0,SNMP,3.0,28.0,104.0,9.0,4.0,1.0
IP,145,UDP,125.0,SNMP,117.0,None,0.0,920295537.1439712,145,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,0.0,161.0,32769.0,week1_monday.tcpdump,21752,None,0,SNMP,3.0,28.0,117.0,9.0,4.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295537.250833,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,0.0,32769.0,161.0,week1_monday.tcpdump,21753,None,0,SNMP,3.0,28.0,104.0,9.0,4.0,1.0
IP,145,UDP,125.0,SNMP,117.0,None,0.0,920295537.252234,145,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,0.0,161.0,32769.0,week1_monday.tcpdump,21754,None,0,SNMP,3.0,28.0,117.0,9.0,4.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295539.262609,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,0.0,32769.0,161.0,week1_monday.tcpdump,21756,None,0,SNMP,3.0,28.0,104.0,9.0,4.0,1.0
IP,145,UDP,125.0,SNMP,117.0,None,0.0,920295539.2640028,145,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,0.0,161.0,32769.0,week1_monday.tcpdump,21757,None,0,SNMP,3.0,28.0,117.0,9.0,4.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295541.2574868,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,0.0,32769.0,161.0,week1_monday.tcpdump,21760,None,0,SNMP,3.0,28.0,104.0,9.0,4.0,1.0
IP,145,UDP,125.0,SNMP,117.0,None,0.0,920295541.25892,145,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,0.0,161.0,32769.0,week1_monday.tcpdump,21761,None,0,SNMP,3.0,28.0,117.0,9.0,4.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295543.252554,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,0.0,32769.0,161.0,week1_monday.tcpdump,21764,None,0,SNMP,3.0,28.0,104.0,9.0,4.0,1.0
IP,145,UDP,125.0,SNMP,117.0,None,0.0,920295543.254066,145,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,0.0,161.0,32769.0,week1_monday.tcpdump,21765,None,0,SNMP,3.0,28.0,117.0,9.0,4.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295545.247512,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,0.0,32769.0,161.0,week1_monday.tcpdump,21767,None,0,SNMP,3.0,28.0,104.0,9.0,4.0,1.0
IP,145,UDP,125.0,SNMP,117.0,None,0.0,920295545.24891,145,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,0.0,161.0,32769.0,week1_monday.tcpdump,21768,None,0,SNMP,3.0,28.0,117.0,9.0,4.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295547.259527,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,0.0,32769.0,161.0,week1_monday.tcpdump,21771,None,0,SNMP,3.0,28.0,104.0,9.0,4.0,1.0
IP,145,UDP,125.0,SNMP,117.0,None,0.0,920295547.260933,145,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,0.0,161.0,32769.0,week1_monday.tcpdump,21772,None,0,SNMP,3.0,28.0,117.0,9.0,4.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295549.254734,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,0.0,32769.0,161.0,week1_monday.tcpdump,21775,None,0,SNMP,3.0,28.0,104.0,9.0,4.0,1.0
IP,145,UDP,125.0,SNMP,117.0,None,0.0,920295549.256125,145,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,0.0,161.0,32769.0,week1_monday.tcpdump,21776,None,0,SNMP,3.0,28.0,117.0,9.0,4.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295551.249707,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,0.0,32769.0,161.0,week1_monday.tcpdump,21779,None,0,SNMP,3.0,28.0,104.0,9.0,4.0,1.0
IP,145,UDP,125.0,SNMP,117.0,None,0.0,920295551.251187,145,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,0.0,161.0,32769.0,week1_monday.tcpdump,21780,None,0,SNMP,3.0,28.0,117.0,9.0,4.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295553.244766,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,0.0,32769.0,161.0,week1_monday.tcpdump,21782,None,0,SNMP,3.0,28.0,104.0,9.0,4.0,1.0
IP,145,UDP,125.0,SNMP,117.0,None,0.0,920295553.24617,145,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,0.0,161.0,32769.0,week1_monday.tcpdump,21783,None,0,SNMP,3.0,28.0,117.0,9.0,4.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295555.2561188,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,0.0,32769.0,161.0,week1_monday.tcpdump,21787,None,0,SNMP,3.0,28.0,104.0,9.0,4.0,1.0
IP,145,UDP,125.0,SNMP,117.0,None,0.0,920295555.257544,145,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,0.0,161.0,32769.0,week1_monday.tcpdump,21788,None,0,SNMP,3.0,28.0,117.0,9.0,4.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295557.269434,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,0.0,32769.0,161.0,week1_monday.tcpdump,21790,None,0,SNMP,3.0,28.0,104.0,9.0,4.0,1.0
IP,145,UDP,125.0,SNMP,117.0,None,0.0,920295557.2708428,145,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,0.0,161.0,32769.0,week1_monday.tcpdump,21791,None,0,SNMP,3.0,28.0,117.0,9.0,4.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295559.263325,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,0.0,32769.0,161.0,week1_monday.tcpdump,21794,None,0,SNMP,3.0,28.0,104.0,9.0,4.0,1.0
IP,145,UDP,125.0,SNMP,117.0,None,0.0,920295559.2647232,145,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,0.0,161.0,32769.0,week1_monday.tcpdump,21795,None,0,SNMP,3.0,28.0,117.0,9.0,4.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295561.274801,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,0.0,32769.0,161.0,week1_monday.tcpdump,21798,None,0,SNMP,3.0,28.0,104.0,9.0,4.0,1.0
IP,145,UDP,125.0,SNMP,117.0,None,0.0,920295561.276183,145,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,0.0,161.0,32769.0,week1_monday.tcpdump,21799,None,0,SNMP,3.0,28.0,117.0,9.0,4.0,1.0
IP,132,UDP,112.0,SNMP,104.0,None,0.0,920295563.253086,132,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,0.0,32769.0,161.0,week1_monday.tcpdump,21886,None,0,SNMP,3.0,28.0,104.0,9.0,4.0,1.0
