layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_4,length_4,application,payload_layers,header_length,payload_length,flow_id,flow_id_ip,flow_id_mac
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298205.29111,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,81069,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298205.302835,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,81073,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298205.320306,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,81074,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298210.100642,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,81312,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298210.119972,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,81313,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298210.130291,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,81314,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298217.450606,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,81349,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298217.464217,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,81350,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298217.4802848,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,81351,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298224.1115688,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,81486,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298224.134328,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,81487,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298224.150286,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,81488,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,124,TCP,104.0,SSH,84.0,None,0.0,920298224.155108,124,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,81489,None,0,SSH,3.0,40.0,84.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298224.1702868,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,81490,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298234.3614688,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,81543,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298234.376073,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,81544,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298234.390298,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,81545,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298237.070588,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,81760,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298237.0864131,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,81761,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298237.100287,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,81762,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298239.950657,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,81797,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298239.966657,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,81798,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298239.980288,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,81799,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298244.5315,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,82059,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,68,TCP,48.0,SSH,28.0,None,0.0,920298244.5472232,68,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,82060,None,0,SSH,3.0,40.0,28.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298244.560294,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,82061,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298254.85132,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,82278,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298254.868335,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,82279,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298254.880298,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,82280,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298259.3207288,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,82357,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298259.338877,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,82358,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298259.350302,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,82359,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298262.030676,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,82423,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298262.049134,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,82424,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298262.060289,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,82425,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298267.711544,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,82673,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,68,TCP,48.0,SSH,28.0,None,0.0,920298267.729844,68,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,82674,None,0,SSH,3.0,40.0,28.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298267.7403028,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,82675,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298278.241774,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,82702,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298278.2609608,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,82703,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298278.280349,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,82704,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298279.800598,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,82764,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298279.821096,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,82765,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298279.840295,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,82766,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298281.540768,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,82814,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298281.56137,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,82816,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298281.5803052,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,82818,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298284.210835,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,82859,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298284.231599,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,82860,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298284.25038,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,82861,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298286.14062,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,82906,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298286.161835,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,82907,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298286.180301,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,82908,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298287.470463,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,82913,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298287.481958,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,82914,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298287.500294,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,82915,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298290.360601,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,82929,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298290.372291,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,82930,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298290.3903072,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,82931,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298291.6917312,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,82943,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298291.71252,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,82944,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298291.730328,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,82945,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,556,TCP,536.0,SSH,516.0,None,0.0,920298291.973941,556,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,82946,None,0,SSH,3.0,40.0,516.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298291.990306,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,82947,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298297.581533,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,83067,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298297.603195,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,83068,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298297.6203,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,83069,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298297.680451,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,83070,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298297.6931868,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,83071,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,46,TCP,26.0,Padding,6.0,None,0.0,920298297.710298,46,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,16.0,6236.0,22.0,week1_monday.tcpdump,83072,None,0,SSH,3.0,40.0,6.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298297.780436,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.112.50,24.0,6236.0,22.0,week1_monday.tcpdump,83073,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
IP,60,TCP,40.0,SSH,20.0,None,0.0,920298297.793176,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,195.73.151.50,24.0,22.0,6236.0,week1_monday.tcpdump,83074,None,0,SSH,3.0,40.0,20.0,31.0,20.0,1.0
